업종,주소,주선인,성공여부,대분류
반도체 제조업,"경기도 성남시 분당구 판교로 323 3층(삼평동, 투썬벤처포럼빌딩)",엔에이치투자증권주식회사,심사승인,제조업1
기초 의약물질 및 생물학적 제제 제조업,경기도 성남시 분당구 판교로 310,엔에이치투자증권주식회사,심사승인,제조업3
통신 및 방송 장비 제조업,"경기도 성남시 분당구 판교로 255번길 58, 501호",한국투자증권㈜,심사철회,제조업2
기초 의약물질 및 생물학적 제제 제조업,"경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워)","대신증권㈜,KB증권㈜",심사승인,제조업3
자연과학 및 공학 연구개발업,"경기도 성남시 분당구 판교로 255번길 24, 4층(삼평동, 아이앤씨빌딩)",한국투자증권㈜,심사미승인,"전문, 과학 및 기술 서비스업"
전자부품 제조업,"경기도 성남시 분당구 판교로 255 9-22 705, 706호",엔에이치투자증권주식회사,심사승인,제조업2
소프트웨어 개발 및 공급업,경기도 성남시 분당구 판교로 242,KB증권㈜,심사승인,정보통신업
전기 및 통신 공사업,경기도 성남시 분당구 정자일로213번길 5,미래에셋증권 주식회사,심사승인,건 설 업
통신 및 방송 장비 제조업,경기도 성남시 분당구 장미로 42 야탑리더스빌딩 608호,DB금융투자주식회사,심사철회,제조업2
가정용 기기 제조업,경기도 성남시 분당구 운중로243번길 4-7 에브리봇 빌딩,엔에이치투자증권주식회사,심사승인,제조업2
가구 제조업,"경기도 성남시 분당구 야탑로81번길 10,8층(야탑동, 아미고타워)",엔에이치투자증권주식회사,심사승인,제조업2
전자부품 제조업,경기도 성남시 분당구 야탑동 342-1 리더스빌딩 309호,삼성증권㈜,심사승인,제조업2
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","경기도 성남시 분당구 성남대로925번길 41, 파인벤처빌딩 3층(야탑동)",대신증권㈜,심사승인,제조업4
소프트웨어 개발 및 공급업,"경기도 성남시 분당구 성남대로925번길 41, 4층",교보증권㈜,심사승인,정보통신업
반도체 제조업,"경기도 성남시 분당구 성남대로925번길 41, 2층",신영증권㈜,심사승인,제조업1
소프트웨어 개발 및 공급업,"경기도 성남시 분당구 성남대로925번길 16, 701호",미래에셋증권 주식회사,심사중,정보통신업
반도체 제조업,"경기도 성남시 분당구 성남대로331번길 8, 609호",한국투자증권㈜,심사승인,제조업1
전자부품 제조업,경기도 성남시 분당구 성남대로 69 510호,한국투자증권㈜,심사승인,제조업2
"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",경기도 성남시 분당구 산운로208번길 25 1010빌딩,삼성증권㈜,심사승인,제조업4
반도체 제조업,"경기도 성남시 분당구 분당로 55, 4층 퍼스트타워",한국투자증권㈜,심사승인,제조업1
소프트웨어 개발 및 공급업,"경기도 성남시 분당구 분당내곡로 131, 판교테크원타워 14층","한국투자증권㈜,제이피모간증권회사 서울지점,엔에이치투자증권주식회사,골드만삭스증권 서울지점",심사승인,정보통신업
소프트웨어 개발 및 공급업,"경기도 성남시 분당구 백현로 93, 11층",한국투자증권㈜,심사중,정보통신업
자연과학 및 공학 연구개발업,"경기도 성남시 분당구 돌마로 172, 407호(정자동, 분당서울대학교병원 헬스케어혁신파크)",키움증권㈜,심사승인,"전문, 과학 및 기술 서비스업"
자연과학 및 공학 연구개발업,"경기도 성남시 분당구 돌마로 172, 407호(정자동, 분당서울대학교병원 헬스케어혁신파크)",키움증권㈜,심사승인,"전문, 과학 및 기술 서비스업"
의료용 기기 제조업,경기도 성남시 분당구 돌마로 172 에이치2102호,엔에이치투자증권주식회사,심사철회,제조업3
의료용 기기 제조업,경기도 성남시 분당구 돌마로 172,하나증권주식회사,심사승인,제조업3
기초 의약물질 및 생물학적 제제 제조업,경기도 성남시 분당구 대왕판교로712번길 16,엔에이치투자증권주식회사,심사승인,제조업3
소프트웨어 개발 및 공급업,"경기도 성남시 분당구 대왕판교로644번길 49, 5층(삼평동, 다산타워)",케이비투자증권㈜,심사승인,정보통신업
소프트웨어 개발 및 공급업,경기도 성남시 분당구 대왕판교로644번길 49,삼성증권㈜,심사중,정보통신업
특수 목적용 기계 제조업,경기도 성남시 분당구 대왕판교로395번길 8,엔에이치투자증권주식회사,심사철회,제조업4
기초 의약물질 및 생물학적 제제 제조업,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동)",한국투자증권㈜,심사승인,제조업3
자연과학 및 공학 연구개발업,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층,한국투자증권㈜,심사승인,"전문, 과학 및 기술 서비스업"
기타 금융업,경기도 성남시 분당구 대왕판교로 670 유스페이스2 제10층 제에이(삼평동),"한국투자증권㈜,엔에이치투자증권주식회사",심사승인,금융 및 보험업
기타 금융업,경기도 성남시 분당구 대왕판교로 670,한국투자증권㈜,심사승인,금융 및 보험업
통신 및 방송 장비 제조업,경기도 부천시 오정구 산업로 20-22,엔에이치투자증권주식회사,심사승인,제조업2
생활용품 도매업,경기도 남양주시 진건읍 진관로363번길 76-31,DB금융투자주식회사,심사철회,도매 및 소매업
자연과학 및 공학 연구개발업,경기도 남양주시 경강로 27,신한투자증권 주식회사,심사승인,"전문, 과학 및 기술 서비스업"
전자부품 제조업,경기도 김포시 통진읍 김포대로1950번길 91,삼성증권㈜,심사승인,제조업2
일반 목적용 기계 제조업,경기도 김포시 월곶면 김포대로2918번길 22,미래에셋증권 주식회사,심사승인,제조업2
"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",경기도 군포시 엘에스로115번길 60 에이프로테크노피아빌딩,엔에이치투자증권주식회사,심사승인,제조업4
기타 금속 가공제품 제조업,경기도 군포시 산본로101번길 9-14,신영증권㈜,심사승인,제조업1
의약품 제조업,경기도 군포시 산본로 95,하나증권주식회사,심사승인,제조업3
의약품 제조업,경기도 군포시 산본로 95,미래에셋증권 주식회사,심사미승인,제조업3
"비료, 농약 및 살균, 살충제 제조업","경기도 군포시 번영로28번길 37-20, 402호(부곡동, 덕원프라자)",한국투자증권㈜,심사승인,제조업3
"컴퓨터 프로그래밍, 시스템 통합 및 관리업",경기도 군포시 군포첨단산업1로 15,신한투자증권 주식회사,심사승인,정보통신업
자동차 신품 부품 제조업,경기도 군포시 고래들길 28,한국투자증권㈜,심사승인,제조업4
자연과학 및 공학 연구개발업,경기도 구리시 동구릉로 189,대신증권㈜,심사승인,"전문, 과학 및 기술 서비스업"
금융 지원 서비스업,경기도 과천시 중앙동 38,미래에셋증권 주식회사,심사승인,금융 및 보험업
전자부품 제조업,경기도 고양시 일산동구 일산로 138,엔에이치투자증권주식회사,심사승인,제조업2
의약품 제조업,경기 화성시 향남읍 상신리 901-1,엔에이치투자증권주식회사,심사승인,제조업3
반도체 제조업,경기 화성시 향남읍 구문천리 934,한국투자증권㈜,심사승인,제조업1
기타 화학제품 제조업,"경기 화성시 향남면 상신리 902-4, 902",미래에셋증권 주식회사,심사승인,제조업3
특수 목적용 기계 제조업,경기 화성시 팔탄면 창곡리 436-18,대신증권㈜,심사승인,제조업4
특수 목적용 기계 제조업,경기 화성시 정남면 고지리 123-1,KB증권㈜,심사승인,제조업4
전자부품 제조업,경기 화성시 석우동 1-1,하나증권주식회사,심사승인,제조업2
특수 목적용 기계 제조업,경기 화성시 북양동 500-35,부국증권㈜,심사승인,제조업4
사진장비 및 광학기기 제조업,경기 화성시 봉담읍 수영리 11-2,엔에이치투자증권주식회사,심사승인,제조업2
특수 목적용 기계 제조업,경기 화성시 반월동 262-2,엔에이치투자증권주식회사,심사철회,제조업4
특수 목적용 기계 제조업,경기 화성시 반월동 262-2,엔에이치투자증권주식회사,심사승인,제조업4
특수 목적용 기계 제조업,경기 화성시 동탄면 청계리 401-81,한국투자증권㈜,심사승인,제조업4
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",경기 화성시 동탄면 오산리 292,한국투자증권㈜,심사승인,제조업4
자동차 신품 부품 제조업,경기 평택시 포승읍 만호리 343-1,"엔에이치투자증권주식회사,제이피모간증권회사 서울지점",심사승인,제조업4
기타 금속 가공제품 제조업,경기 평택시 포승면 만호리 584-6,한화투자증권㈜,심사승인,제조업1
사진장비 및 광학기기 제조업,경기 평택시 모곡동 433-10,한화투자증권㈜,심사승인,제조업2
반도체 제조업,경기 파주시 탄현면 법흥리 483-3,미래에셋증권㈜,심사승인,제조업1
반도체 제조업,경기 파주시 탄현면 법흥리 483-3,메리츠증권(주),심사미승인,제조업1
기타 과학기술 서비스업,경기 이천시 신둔면 남정리 253,미래에셋증권㈜,심사철회,"전문, 과학 및 기술 서비스업"
전자부품 제조업,경기 이천시 부발읍 아미1리 산 136-1,미래에셋증권㈜,심사승인,제조업2
특수 목적용 기계 제조업,경기 의왕시 오전동38-13,엔에이치투자증권주식회사,심사승인,제조업4
특수 목적용 기계 제조업,경기 용인시 처인구 이동면 묵리 574-1,DB금융투자주식회사,심사승인,제조업4
기초 화학물질 제조업,경기 용인시 처인구 양지면 주북리 88-6,한국투자증권㈜,심사승인,제조업3
전자부품 제조업,경기 용인시 양지면 추계리 29,유안타증권㈜,심사승인,제조업2
통신 및 방송 장비 제조업,경기 용인시 수지구 동천동 853-1 현대에프엔쥐 403호,한국투자증권㈜,심사승인,제조업2
가구 제조업,경기 용인시 남사면 북리 54-10,엔에이치투자증권주식회사,심사승인,제조업2
"건축기술, 엔지니어링 및 관련 기술 서비스업",경기 용인시 기흥읍 영덕리 3-3,미래에셋증권㈜,심사승인,"전문, 과학 및 기술 서비스업"
전자부품 제조업,경기 용인시 기흥구 청덕동 395,미래에셋증권㈜,심사승인,제조업2
특수 목적용 기계 제조업,경기 용인시 기흥구 영덕동 534-3,한국투자증권㈜,심사승인,제조업4
자연과학 및 공학 연구개발업,경기 용인시 기흥구 보정동 303,삼성증권㈜,심사승인,"전문, 과학 및 기술 서비스업"
"도축, 육류 가공 및 저장 처리업",경기 용인시 고림동 676-1,메리츠증권(주),심사승인,제조업2
전자부품 제조업,경기 양주시 광적면 가납리 66-1,하이투자증권㈜,심사미승인,제조업2
통신 및 방송 장비 제조업,경기 안양시 만안구 200-11번지,미래에셋증권㈜,심사미승인,제조업2
"컴퓨터 프로그래밍, 시스템 통합 및 관리업",경기 안양시 동안구 호계동899-5,유안타증권㈜,심사승인,정보통신업
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",경기 안양시 동안구 평촌동126-1 두산벤처다임 512호,한국투자증권㈜,심사승인,제조업4
특수 목적용 기계 제조업,경기 안양시 동안구 관양동954-8,미래에셋증권 주식회사,심사미승인,제조업4
통신 및 방송 장비 제조업,경기 안양시 동안구 관양동 926번지 2층,하나증권주식회사,심사승인,제조업2
